,Name,Club,Overall,Value,foot,SM,W/F,D/W,A/W,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,PAC,SHO,PAS,DRI,DEF,PHY
1331,Francisco Portillo Soler,Getafe CF,76,7500000.0,0,3,3,1,1,79,76,59,78,64,78,76,63,77,77,63,60,72,74,84,68,58,70,63,69,56,56,75,77,62,70,52,56,53,14,15,8,16,11,61,72,77,77,55,63
1332,Alessandro Baia Marques,Cruzeiro,76,5500000.0,0,3,3,1,0,72,51,66,77,39,77,51,52,74,71,74,77,81,75,72,34,65,80,61,51,81,71,55,56,66,73,77,76,77,15,8,15,10,13,76,48,69,75,74,70
1333,David Jefferson Seijalbo Vaz,Cruzeiro,76,2400000.0,1,2,2,0,1,48,45,60,77,53,50,47,44,76,70,58,70,77,79,76,65,81,88,80,62,83,70,36,52,62,80,81,77,68,7,12,10,16,9,65,53,63,61,74,83
1334,Ferrán Torres García,Valencia CF,76,11500000.0,0,3,4,1,0,76,74,50,70,67,80,58,46,72,76,84,82,79,70,67,73,59,67,61,58,34,34,72,67,62,73,35,24,28,12,9,11,15,12,83,70,69,78,32,57
1335,Yunus Mallı,VfL Wolfsburg,76,8000000.0,0,4,4,1,1,73,67,40,80,68,81,74,69,72,80,75,67,78,75,79,64,63,74,52,65,48,46,71,76,81,77,31,29,21,13,14,14,15,10,71,67,76,80,33,57
1336,Federico Di Francesco,SPAL,76,9500000.0,0,4,4,1,1,77,60,40,77,72,83,78,69,67,82,80,82,79,72,77,74,44,74,63,70,42,34,74,68,69,74,48,38,36,11,10,6,10,5,81,67,73,81,40,61
1337,Omar El Kaddouri,PAOK,76,8000000.0,0,3,4,1,0,73,63,71,78,70,77,77,72,75,80,73,75,72,71,54,81,70,70,77,77,56,61,74,77,70,72,50,59,53,5,14,6,6,9,74,71,76,76,57,71
1338,Teófilo Gutiérrez,Junior FC,76,4099999.9999999995,0,4,3,2,1,70,75,70,73,74,77,67,63,69,81,59,55,71,74,74,78,82,55,77,75,80,25,81,76,67,80,21,26,20,14,13,11,6,13,57,75,72,77,28,72
1339,Alejandro Remiro Gargallo,Real Sociedad,76,8500000.0,0,1,3,1,1,12,13,13,29,15,19,14,17,25,17,40,46,69,69,40,59,61,42,68,11,34,20,11,28,24,55,14,17,18,78,72,78,74,77,78,72,78,77,43,74
1340,Leonardo Ponzio,River Plate,76,1700000.0,0,3,3,0,1,67,47,62,74,41,64,57,66,76,72,51,39,67,73,72,77,71,59,72,66,88,79,67,68,70,80,79,77,78,16,9,10,14,12,44,59,70,68,77,72
1341,Tony Jantschke,Borussia Mönchengladbach,76,6500000.0,0,2,3,1,1,63,35,66,72,37,62,43,40,70,68,61,55,67,78,68,48,83,74,72,44,77,81,52,57,51,80,78,78,77,11,6,7,6,13,58,41,64,65,77,74
1342,Emmanuel Adebayor,Kayserispor,76,3500000.0,0,3,3,1,1,56,76,92,68,74,68,64,44,55,73,64,62,64,70,52,78,76,51,80,66,70,28,78,74,79,81,18,25,19,13,9,12,9,13,63,75,63,68,30,71
1343,Pierluigi Gollini,Atalanta,76,8500000.0,0,1,3,1,1,17,14,19,31,20,18,13,15,25,24,46,48,56,72,52,50,52,40,68,17,19,18,12,30,21,63,20,12,19,77,72,67,76,78,77,72,67,78,47,76
1344,Fabricio Agosto Ramírez,RCD Mallorca,76,4900000.0,0,1,4,1,1,15,14,14,44,13,25,19,15,40,35,59,54,57,72,48,56,73,40,53,14,33,26,14,51,22,56,22,14,11,75,77,74,73,76,75,77,74,76,56,73
1345,Sung Yueng Ki,Newcastle United,76,7000000.0,0,4,4,0,1,73,69,71,83,55,74,76,77,79,80,58,58,67,66,59,82,68,68,70,71,68,54,72,79,76,81,60,70,71,14,9,7,9,10,58,72,79,74,64,69
1346,Francisco José Olivas Alba,Real Valladolid CF,76,6000000.0,0,2,3,1,1,44,56,73,74,53,56,30,36,70,67,50,54,53,76,36,62,80,80,80,36,70,76,57,60,38,72,78,77,74,8,8,15,7,14,52,52,61,59,76,78
1347,Arne Maier,Hertha BSC,76,13000000.0,0,3,3,1,1,64,54,32,81,39,74,49,44,77,78,67,67,68,75,73,64,56,77,75,62,54,71,66,75,38,74,75,73,63,14,10,10,8,7,67,57,72,75,68,70
1348,Diego Castro Giménez,Perth Glory,76,2600000.0,0,4,4,2,0,78,71,55,69,68,82,81,72,65,80,65,61,71,80,83,73,74,49,59,72,65,45,76,76,85,81,44,42,40,8,6,16,8,13,63,72,72,80,44,58
1349,Matheus Fellipe Costa Pereira,West Bromwich Albion,76,10500000.0,1,4,3,1,1,73,73,43,74,69,82,78,71,59,78,79,79,85,71,88,74,66,71,61,73,61,39,73,69,71,70,43,37,29,15,12,15,15,9,79,73,71,81,39,64
1350,Jay Rodriguez,Burnley,76,7500000.0,0,3,4,1,0,68,75,79,69,74,71,69,39,66,73,67,76,71,76,64,74,80,77,74,72,41,44,78,73,78,77,47,28,21,12,12,16,14,9,72,74,68,72,41,68
1351,Moise Kean,Everton,76,14500000.0,0,3,3,1,0,42,77,72,59,70,77,66,43,38,78,80,82,74,72,78,72,75,72,75,60,45,21,78,51,65,72,27,28,16,13,8,10,7,9,81,72,50,77,30,68
1352,Paul Dummett,Newcastle United,76,8000000.0,1,2,2,1,1,63,41,72,71,33,65,54,52,68,70,66,66,61,75,74,42,77,74,70,35,72,76,56,52,43,65,77,76,80,15,11,13,11,13,66,40,63,67,76,72
1353,Eliaquim Mangala,Valencia CF,76,8000000.0,1,2,4,0,1,53,27,77,58,44,46,47,48,56,52,57,64,61,62,59,67,85,55,87,48,88,71,39,47,48,58,70,78,78,10,13,6,10,14,61,42,53,51,74,79
1354,Edson Álvarez,Ajax,76,10500000.0,0,2,4,1,1,64,50,77,74,63,64,40,40,74,71,71,70,74,73,66,67,73,73,75,40,80,75,55,63,65,71,75,75,76,7,11,10,7,6,70,53,66,68,75,75
1355,Kangin Lee,Valencia CF,76,11500000.0,1,4,3,2,0,70,70,45,74,60,80,78,81,72,78,71,73,85,68,87,72,38,58,46,75,50,29,63,80,70,71,26,23,23,11,12,12,8,14,72,71,75,80,27,49
1356,Alhassan Wakaso,Vitória Guimarães,76,8000000.0,0,2,3,0,1,44,32,68,71,41,65,47,37,69,66,69,65,65,74,65,73,92,90,76,69,90,77,52,57,36,68,76,81,76,15,12,12,12,8,67,49,60,66,77,83
1357,Rodrigo Aliendro,Club Atlético Colón,76,7500000.0,0,4,3,1,1,64,74,68,78,69,77,55,47,73,76,77,79,81,75,77,76,81,83,74,69,81,75,73,66,58,80,69,75,69,6,12,10,13,13,78,72,69,77,72,78
1358,Roberto Soldado Rillo,Granada CF,76,4099999.9999999995,0,3,4,2,0,66,79,77,78,81,72,70,66,58,76,56,58,65,74,63,78,76,55,71,71,73,41,79,75,79,76,38,41,38,13,13,14,9,6,57,77,71,72,43,68
1360,Albin Ekdal,Sampdoria,76,7500000.0,0,3,3,1,1,67,60,62,80,66,74,74,70,78,79,52,47,60,74,58,72,64,72,71,69,83,72,70,75,68,76,74,72,64,5,5,5,5,5,49,65,75,73,71,73
1361,Badou Ndiaye,Stoke City,76,7500000.0,0,3,3,0,0,70,68,55,76,65,78,78,65,70,76,85,85,82,76,76,80,75,88,77,71,77,73,73,75,65,78,75,74,68,7,12,11,7,10,85,71,73,78,72,80
1362,Jonathan Rodríguez,Cruz Azul,76,10000000.0,0,3,3,1,0,62,78,65,67,70,73,58,62,55,72,87,84,75,72,76,78,70,85,75,69,68,35,78,57,76,69,23,40,45,12,14,10,7,10,85,76,62,73,37,76
1363,Gedson Carvalho Fernandes,SL Benfica,76,12000000.0,0,3,3,0,0,71,64,61,76,64,76,68,70,73,77,80,78,79,76,70,80,71,84,73,77,78,72,71,73,61,77,71,74,73,9,15,7,9,5,79,70,73,76,71,77
1364,Florentino Morris Luís,SL Benfica,76,12000000.0,0,3,2,0,1,41,35,67,74,36,64,44,32,73,73,62,67,72,74,66,65,59,77,71,43,75,78,61,66,38,76,76,78,77,6,14,14,10,14,65,44,62,68,76,73
1365,Andrija Živković,SL Benfica,76,11000000.0,1,4,3,1,1,72,65,43,75,66,83,83,73,70,82,77,74,80,80,88,79,53,61,43,69,58,65,68,77,68,80,51,64,50,9,11,8,6,6,75,69,74,83,57,51
1367,Denys Garmash,Dynamo Kyiv,76,7500000.0,0,3,3,0,0,68,72,56,80,35,69,41,43,76,72,62,63,67,75,77,80,59,78,73,81,92,78,58,82,51,75,69,73,69,10,13,8,15,10,63,72,74,70,71,77
1368,Marcos Díaz,Boca Juniors,76,4200000.0,0,1,2,1,1,17,11,15,24,11,13,13,15,21,16,39,39,30,71,35,47,53,35,74,13,43,18,14,38,23,33,17,21,22,75,73,62,81,76,75,73,62,76,39,81
1369,Ragnar Klavan,Cagliari,76,3600000.0,1,2,3,1,1,52,38,78,72,34,56,48,34,73,68,45,37,57,75,54,67,72,49,72,56,77,76,38,60,44,70,78,78,75,11,15,11,10,12,41,48,63,61,77,67
1370,Ángel Mena,Club León,76,7000000.0,1,4,4,1,1,70,73,65,73,71,76,62,67,68,77,82,83,90,74,86,70,41,79,42,72,27,43,74,73,69,72,38,46,41,6,10,9,10,13,83,72,71,78,44,48
1371,Rubén Duarte Sánchez,Deportivo Alavés,76,9000000.0,1,2,2,1,1,76,28,75,77,34,64,60,62,65,73,69,68,65,73,67,51,61,70,70,33,70,74,54,37,40,64,78,79,80,10,12,14,11,9,68,36,65,67,77,70
1372,Yūya Ōsako,SV Werder Bremen,76,7500000.0,0,3,4,1,1,42,73,74,74,73,78,71,53,59,77,75,75,77,78,77,74,80,72,64,70,65,31,77,78,68,77,53,39,32,14,9,6,6,16,75,73,65,78,44,67
1373,Jürgen Locadia,TSG 1899 Hoffenheim,76,10000000.0,0,3,4,1,0,72,74,66,71,70,74,65,74,70,74,70,76,66,74,63,84,59,66,78,71,74,37,71,69,69,76,29,34,31,10,7,8,13,10,73,75,71,73,36,73
1374,Jules Koundé,Sevilla FC,76,11500000.0,0,2,3,1,1,26,29,78,69,32,57,41,26,59,66,69,70,64,75,75,41,83,68,69,23,66,78,28,33,43,75,78,79,77,11,10,8,14,13,70,31,48,62,78,69
1376,Patrick van Aanholt,Crystal Palace,76,6500000.0,1,3,4,2,0,68,66,61,73,60,76,64,68,74,77,86,87,78,72,76,75,91,80,63,69,75,69,74,68,46,67,72,75,76,9,15,7,8,6,87,68,70,76,72,71
1377,Constantin Budescu,Astra Giurgiu,76,7500000.0,0,3,3,2,1,66,72,54,76,65,77,83,79,73,80,54,54,70,76,70,79,46,47,65,76,65,47,71,79,78,67,48,45,52,13,14,14,12,13,54,74,75,77,48,60
1378,Kasper Dolberg,OGC Nice,76,11500000.0,0,3,3,1,0,42,79,72,68,76,74,67,70,54,77,73,76,74,68,65,86,70,70,76,78,32,21,72,69,76,70,28,24,19,7,15,13,9,7,75,80,61,74,29,65
1379,Davidson da Luz Pereira,Vitória Guimarães,76,8000000.0,0,4,3,1,1,70,73,60,72,62,80,70,69,63,77,75,77,77,76,73,81,69,85,60,65,70,32,74,72,71,68,40,40,41,9,7,8,9,8,76,72,70,78,41,69
1380,Ryan Donk,Galatasaray SK,76,3700000.0,0,3,2,0,1,60,60,75,75,42,73,44,39,70,75,58,62,60,68,35,81,81,89,88,67,74,76,64,76,50,71,71,76,68,12,12,11,7,16,60,64,68,70,74,85
1382,Eugenio Mena,Racing Club,76,6000000.0,1,3,3,1,0,80,38,50,72,38,74,59,41,64,73,76,79,71,73,78,61,74,78,67,53,80,76,71,68,58,68,73,76,76,10,12,12,10,13,78,48,69,74,73,73
1383,José Sand,Club Atlético Lanús,76,2800000.0,0,3,4,2,0,53,81,77,69,77,67,61,65,43,75,47,51,41,81,27,77,71,61,83,73,73,33,83,69,83,85,43,21,25,11,16,15,9,14,49,79,61,66,36,75
1384,Markel Bergara Larrañaga,Getafe CF,76,3700000.0,0,3,3,1,1,58,65,62,78,47,63,60,71,76,69,56,31,57,75,64,61,66,64,75,68,78,78,64,75,59,63,70,77,75,11,15,11,15,16,42,64,72,65,73,72
1385,Julio Leonardo Dourado de Freitas,Bahia,76,5500000.0,0,2,3,0,1,54,44,77,73,35,51,52,50,43,63,41,51,32,65,38,46,58,57,91,45,82,66,67,42,63,71,82,74,75,11,15,14,13,12,47,46,56,53,75,79
1386,Timothée Kolodziejczak,AS Saint-Étienne,76,8000000.0,1,2,2,1,0,74,26,74,72,30,55,59,34,67,65,78,77,70,71,54,47,79,79,80,43,75,77,62,62,49,66,75,77,75,14,6,10,16,7,77,37,67,60,76,79
1387,Alan Aguerre,Newell's Old Boys,76,6500000.0,0,1,2,1,1,14,20,17,27,16,17,18,18,23,19,49,43,45,75,57,47,71,34,62,14,23,19,11,56,22,50,15,19,12,77,74,63,73,79,77,74,63,79,46,73
1388,Fernando Javier Llorente Torres,Napoli,76,4099999.9999999995,0,3,3,1,1,44,79,90,73,81,67,57,40,49,80,29,32,31,80,30,79,54,35,86,64,71,25,84,70,70,82,34,25,15,2,2,3,4,2,31,76,61,66,33,69
1389,Riccardo Orsolini,Bologna,76,12500000.0,1,4,4,1,0,77,64,52,76,72,81,80,68,64,82,79,78,79,72,70,79,60,69,62,74,44,40,67,71,56,74,52,26,24,11,11,14,6,12,78,69,73,80,39,60
1390,Martín Montoya Torralbo,Brighton & Hove Albion,76,6500000.0,0,3,4,1,0,79,50,62,73,66,71,77,55,69,74,77,77,76,73,79,79,75,77,65,67,69,78,63,63,50,68,72,74,74,6,15,16,8,8,77,61,71,73,73,69
1391,Franco Cervi,SL Benfica,76,9500000.0,1,4,3,0,0,72,65,48,68,55,85,78,76,57,80,94,91,93,73,92,68,69,66,33,64,71,59,69,70,56,77,42,50,53,12,8,9,11,10,92,65,68,84,50,51
1392,Alessandro Diamanti,Western United FC,76,2600000.0,1,4,2,1,0,77,60,54,79,74,80,77,82,74,82,65,64,74,64,69,81,49,63,60,78,60,30,76,77,77,74,32,32,28,14,7,10,14,11,64,70,78,79,33,60
1393,João Pedro G. Santos Galvão,Cagliari,76,8000000.0,0,4,4,1,0,69,75,61,77,72,75,70,57,69,77,72,72,71,76,61,77,73,72,60,73,76,42,79,75,72,72,30,44,28,14,16,7,11,12,72,75,72,75,40,67
1394,Eltildo Lucas Correia Pitta,Atlético Mineiro,76,7000000.0,0,2,3,1,1,61,41,73,67,52,45,54,48,75,55,52,63,38,77,37,71,81,68,83,45,80,72,42,44,77,75,79,75,77,7,15,13,7,11,58,50,61,49,76,79
1395,Edwin Cardona,Pachuca,76,9000000.0,0,3,4,2,1,76,73,60,79,74,77,80,83,78,80,54,58,70,66,68,86,45,72,86,85,79,50,76,77,64,70,30,39,34,15,10,7,11,15,56,78,78,76,40,79
1396,Maxi Moralez,New York City FC,76,6000000.0,0,4,4,0,0,74,72,56,74,70,77,76,70,73,76,82,65,81,74,77,69,31,76,33,70,65,45,74,77,74,76,48,58,51,6,5,14,14,9,73,71,74,77,52,50
1397,Atiba Hutchinson,Beşiktaş JK,76,1700000.0,0,2,4,0,0,69,61,75,82,63,73,67,64,74,72,65,65,59,76,61,73,62,73,79,59,69,75,64,65,75,82,76,77,68,8,12,9,6,16,65,64,73,71,75,75
1398,Fabio Borini,Milan,76,8000000.0,0,3,3,1,0,74,73,74,77,75,79,72,61,62,79,77,72,78,77,67,76,70,75,65,72,72,30,79,72,78,76,68,30,26,11,6,8,12,6,74,74,72,78,45,69
1399,Abdoulay Diaby,Beşiktaş JK,76,8000000.0,1,3,2,1,0,69,72,66,69,72,73,67,49,63,71,93,93,89,78,85,74,91,73,56,65,61,33,81,68,63,76,35,34,36,12,14,8,7,9,93,71,67,75,38,63
1400,Marc Albrighton,Leicester City,76,7500000.0,0,3,3,0,0,83,67,45,69,72,77,80,73,74,77,73,68,75,72,78,73,61,84,60,67,73,56,70,76,60,70,69,59,46,15,9,8,15,14,70,68,75,77,59,69
1401,Andre Gray,Watford,76,8000000.0,0,3,3,1,0,61,77,65,67,69,72,57,44,54,72,86,86,77,76,74,80,72,72,73,65,70,33,77,67,74,72,27,23,20,11,16,11,9,14,86,75,62,73,30,72
1402,Jan Bořil,SK Slavia Praha,76,6500000.0,0,3,4,0,0,77,60,70,70,57,71,57,49,69,74,76,79,74,72,78,66,82,87,77,58,87,74,65,65,51,72,76,74,72,6,9,7,14,15,78,60,69,73,74,82
1403,Silvan Widmer,FC Basel 1893,76,8000000.0,0,3,3,1,1,79,58,72,76,48,77,68,56,72,76,77,82,75,74,65,76,82,87,77,68,66,70,70,66,58,72,73,73,72,10,8,7,5,14,80,64,73,76,72,78
1404,Miguel Ângelo da Silva Rocha,LOSC Lille,76,9500000.0,0,4,4,1,1,45,49,65,80,48,76,75,68,78,79,63,62,60,72,56,75,76,80,70,65,79,71,62,77,56,75,73,70,66,7,5,11,5,6,62,58,71,74,70,75
1407,Adrián San Miguel Castillo,Liverpool,76,4700000.0,0,1,2,1,1,12,16,15,21,12,15,12,17,32,23,46,44,53,71,48,51,69,38,63,20,38,25,12,32,44,59,18,19,14,79,72,68,72,80,79,72,68,80,45,72
1408,Silvio Proto,Lazio,76,1300000.0,0,1,2,1,1,17,14,14,33,17,11,11,17,37,32,48,46,58,70,61,55,75,27,61,15,28,23,18,58,25,58,20,11,17,75,73,73,78,77,75,73,73,77,47,78
1409,Mohamed Elyounoussi,Celtic,76,10000000.0,0,4,4,1,1,76,70,64,78,74,76,73,64,75,76,81,75,79,72,78,76,79,75,61,70,49,36,71,73,64,66,40,31,44,12,7,8,7,13,78,71,75,76,39,63
1410,Dmytro Chygrynskyi,AEK Athens,76,4900000.0,0,2,3,1,1,40,32,76,69,32,35,43,48,72,58,48,52,40,71,42,53,60,52,87,42,76,74,36,59,38,67,75,80,75,7,11,6,7,10,50,39,59,45,76,75
1411,Waldemar Anton,Hannover 96,76,10000000.0,0,3,3,1,1,42,42,74,70,38,66,37,39,69,69,54,73,62,74,57,58,72,82,76,45,74,77,52,57,48,71,77,78,75,11,12,12,13,13,64,46,58,66,77,77
1412,Rodrygo Silva de Goes,Real Madrid,76,14000000.0,0,4,3,1,1,70,74,62,67,67,81,72,73,45,76,86,84,87,77,84,71,73,82,44,70,54,21,80,68,65,81,25,28,24,9,8,12,8,5,85,72,65,80,29,57
1413,Mato Jajalo,Udinese,76,6500000.0,0,3,3,1,1,67,61,68,80,64,80,70,72,78,80,63,68,70,70,75,73,71,83,79,71,75,73,61,70,68,71,72,75,70,9,13,6,7,12,66,66,74,78,73,79
1414,Unai Bustinza Martínez,CD Leganés,76,8500000.0,0,2,3,1,2,76,30,76,72,23,56,45,35,53,71,60,64,60,72,68,44,77,73,69,38,78,78,52,50,33,64,74,77,75,14,12,11,13,7,62,35,62,62,76,72
1415,António Alberto Bastos Pimparel,Göztepe SK,76,775000.0,0,1,3,1,1,17,12,22,36,17,14,23,10,32,18,47,34,69,74,35,59,67,40,52,12,29,12,12,47,23,68,17,19,10,79,69,79,75,75,79,69,79,75,40,75
1416,Dwight Gayle,Newcastle United,76,8000000.0,0,3,4,1,1,59,80,68,64,69,70,54,75,53,71,83,79,83,76,81,76,73,68,61,71,46,35,82,48,73,75,20,24,14,10,7,16,8,8,81,77,58,72,28,60
1417,Dênis Rubens Stein Rebelo,Cruzeiro,76,7000000.0,1,3,3,1,0,61,78,77,62,77,76,62,63,55,75,73,78,62,79,56,76,55,61,69,73,57,34,72,65,64,65,22,23,22,8,14,12,16,12,76,76,61,73,30,64
1418,Sergio Padt,FC Groningen,76,5500000.0,0,1,3,1,1,18,16,20,32,13,19,18,19,52,33,41,35,31,74,44,51,63,30,69,19,26,13,10,39,25,57,11,13,14,76,74,68,75,77,76,74,68,77,38,75
1419,Felix Klaus,VfL Wolfsburg,76,8500000.0,0,3,3,1,1,73,73,45,74,60,80,69,69,57,76,83,79,75,75,77,75,67,78,67,65,63,34,74,71,62,68,42,33,29,7,6,13,6,8,81,71,70,78,37,69
1420,Renato Steffen,VfL Wolfsburg,76,8000000.0,1,3,3,1,0,74,71,61,75,77,77,78,72,67,77,86,85,90,73,91,76,75,76,57,74,67,38,70,71,55,75,48,32,35,16,13,12,8,6,85,72,73,79,41,65
1421,Emilio Alex Piodão Esser,Bahia,76,7000000.0,0,2,2,1,1,59,58,68,74,60,67,82,49,77,73,77,72,74,71,73,73,91,81,73,71,81,76,62,64,61,66,74,76,68,13,12,15,8,15,74,64,69,70,74,78
1422,André Schürrle,Spartak Moscow,76,8000000.0,0,3,4,1,1,75,75,63,75,81,79,80,70,58,78,76,75,74,75,74,82,65,72,66,81,68,39,76,75,77,75,41,39,52,7,11,12,9,12,75,78,72,78,43,68
1423,Andre Blake,Philadelphia Union,76,7000000.0,0,1,2,1,1,12,13,24,32,11,11,24,12,33,28,43,49,48,71,42,51,70,41,68,11,27,15,12,11,19,55,14,14,13,78,71,68,74,83,78,71,68,83,46,74
1424,Anthony Nwakaeme,Trabzonspor,76,7500000.0,0,3,4,2,0,72,75,68,74,68,84,78,60,58,78,79,83,76,70,61,80,71,75,79,75,55,13,75,69,68,75,27,40,34,6,10,6,15,9,81,75,70,80,33,73
1425,Steven Zuber,TSG 1899 Hoffenheim,76,8000000.0,0,3,4,1,0,74,72,68,74,57,78,78,66,69,77,76,79,74,75,67,80,65,79,76,79,72,76,75,74,62,76,69,73,68,15,15,7,14,9,78,74,73,77,71,75
1426,Jozy Altidore,Toronto FC,76,7500000.0,0,3,4,2,1,46,77,75,67,70,70,68,73,50,71,67,72,64,69,57,81,68,64,92,68,80,32,77,68,73,68,22,34,17,16,9,14,12,12,70,75,61,69,32,81
1427,Adrien Trebel,RSC Anderlecht,76,7500000.0,1,4,2,0,0,74,59,33,76,71,73,72,75,77,76,74,73,75,76,87,79,77,81,70,75,80,74,72,76,55,78,67,74,70,8,11,14,16,12,73,67,76,75,67,75
1428,Jermain Defoe,Rangers FC,76,2800000.0,0,3,4,2,1,54,84,63,66,82,73,63,68,43,76,72,62,77,77,87,81,68,52,54,78,62,19,83,64,74,82,30,20,11,7,14,8,10,13,67,82,60,75,26,56
1429,Jhon Córdoba,1. FC Köln,76,9500000.0,0,3,3,0,0,55,73,71,67,73,74,60,54,54,72,77,86,66,75,70,86,78,72,87,69,90,48,73,62,69,76,42,39,31,12,13,13,7,8,82,75,61,72,44,83
1430,Bradley Wright-Phillips,New York Red Bulls,76,4099999.9999999995,0,3,4,1,0,63,79,79,67,70,68,66,50,55,69,71,70,73,81,78,77,79,73,65,62,66,44,83,67,65,77,51,29,25,12,13,13,10,6,70,74,64,70,43,68
1431,Roberto Rosales,CD Leganés,76,6000000.0,0,3,3,1,0,77,59,62,73,54,72,69,54,67,75,72,70,76,80,77,76,69,67,65,70,72,77,66,65,48,75,77,76,77,11,12,11,16,8,71,64,70,74,75,67
1432,Etrit Berisha,SPAL,76,5000000.0,1,1,2,1,1,11,13,12,19,11,12,13,12,26,17,28,28,33,73,30,50,57,39,64,15,30,22,12,42,22,59,20,10,11,76,76,67,75,78,76,76,67,78,28,75
1433,Sebastián Blanco,Portland Timbers,76,7000000.0,0,3,5,1,0,71,70,66,76,76,78,68,61,73,76,77,76,86,76,79,84,65,85,59,80,81,33,73,74,62,62,30,25,33,9,7,9,13,12,76,75,73,78,33,70
1434,Stéphane Sessègnon,Gençlerbirliği SK,76,3400000.0,0,4,3,1,1,76,70,70,74,69,80,76,69,72,75,72,76,84,74,92,75,71,76,71,68,72,72,70,77,76,75,39,68,66,7,14,13,11,11,74,71,75,79,60,72
1435,Evan Ndicka,Eintracht Frankfurt,76,11000000.0,1,2,3,1,1,54,35,78,70,28,58,42,30,66,67,69,68,54,74,51,64,72,67,78,49,73,74,56,61,33,68,77,75,73,13,8,7,8,8,68,44,61,61,76,74
1436,Wallace Fortuna Santos,SC Braga,76,9000000.0,0,2,2,1,1,34,21,77,57,36,45,33,29,50,52,63,66,46,74,40,40,71,51,80,26,79,81,25,31,45,68,76,77,75,15,11,11,10,11,65,28,44,48,77,72
1437,Alexander Barboza,Independiente,76,9500000.0,1,2,3,0,0,48,49,81,67,45,63,37,59,62,66,50,57,51,66,49,73,74,76,89,50,83,65,50,52,67,72,71,78,74,11,11,10,7,12,54,55,58,62,73,84
1438,Dominique Heintz,SC Freiburg,76,8500000.0,1,2,3,1,1,47,23,75,69,26,58,55,32,68,63,52,64,51,74,48,49,60,68,87,56,78,73,35,62,41,67,72,77,76,14,15,7,9,15,59,36,61,59,74,79
1439,Paulo Henrique Soares dos Santos,Portimonense SC,76,10000000.0,1,4,3,2,0,66,68,47,77,64,74,67,74,69,76,73,68,86,81,90,75,71,73,34,69,38,40,78,78,65,78,23,30,20,12,14,14,11,8,70,70,73,77,31,46
1440,Jesús Dátolo,Club Atlético Banfield,76,3200000.0,1,4,3,2,0,78,73,55,81,67,78,83,78,79,78,60,61,75,75,66,81,48,65,66,79,44,55,77,81,75,74,50,51,46,10,8,11,14,13,61,76,80,77,51,60
1441,Thomas Monconduit,Amiens SC,76,7500000.0,0,2,3,1,1,66,49,69,77,39,70,68,63,74,71,60,68,64,73,61,70,69,83,75,57,75,76,68,73,52,72,75,76,75,12,9,14,13,13,64,55,72,69,75,77
1442,Percy Tau,Club Brugge KV,76,9500000.0,1,4,4,2,1,70,76,62,73,68,80,78,63,56,80,88,81,82,68,88,69,78,70,35,71,40,29,74,70,68,78,38,35,25,6,13,13,15,11,84,73,69,80,36,47
1443,Jimmy Briand,FC Girondins de Bordeaux,76,4800000.0,0,3,3,1,0,71,78,76,77,75,73,67,66,68,69,63,67,66,74,66,77,76,67,74,70,69,42,79,73,72,76,42,46,40,12,6,7,6,10,65,76,73,71,46,71
1444,İrfan Can Kahveci,Medipol Başakşehir FK,76,10000000.0,1,4,4,1,0,70,67,55,78,60,80,77,75,75,78,76,78,75,71,79,72,58,80,62,72,65,68,67,78,54,74,65,61,53,13,14,15,15,10,77,68,76,78,62,67
1445,Fabian Lustenberger,BSC Young Boys,76,5500000.0,0,2,3,0,2,45,32,70,70,35,61,38,36,67,69,63,53,65,77,66,47,85,68,68,35,75,83,32,63,50,72,79,78,76,13,9,12,13,7,58,37,60,65,78,70
1446,Maximiliano Meza,Monterrey,76,9000000.0,0,4,4,1,0,72,73,67,72,66,81,75,73,68,79,77,83,85,70,75,76,71,77,70,74,65,31,68,75,54,73,68,37,32,9,9,16,12,11,80,72,72,80,48,71
1447,Phil Foden,Manchester City,76,16500000.0,1,4,3,1,1,68,66,47,80,48,77,68,57,74,79,77,72,87,69,89,70,49,72,44,61,62,58,69,76,48,78,56,58,47,8,15,6,10,13,74,64,74,79,55,55
1448,Manuel Locatelli,Sassuolo,76,10500000.0,0,3,3,1,1,72,54,68,78,64,75,66,60,75,79,59,60,66,68,54,76,58,73,69,75,70,75,54,75,60,66,76,75,75,11,12,11,10,15,60,63,74,74,75,70
1449,Amadou Haidara,RB Leipzig,76,11500000.0,0,4,2,1,1,68,68,50,77,61,76,75,62,73,76,74,72,77,77,74,75,76,82,64,74,64,71,74,76,62,80,61,70,66,7,11,8,7,10,73,70,74,76,65,69
1450,Rafael Jorgino Cachoira Rebelo,Fortaleza,76,5500000.0,0,2,3,1,1,56,30,73,66,49,58,62,49,76,62,49,60,51,67,53,60,51,61,83,42,84,75,40,36,42,70,82,77,73,12,12,12,13,11,55,40,58,59,77,76
